MTU (CET/CEST),Area,Production Type,Generation(MW)
03/01/2025 04:45:00 - 03/01/2025 05:00:00,BZN|ES,Hydro Pumped Storage,0.0
03/01/2025 05:00:00 - 03/01/2025 05:15:00,BZN|ES,Hydro Pumped Storage,0.0
03/01/2025 05:15:00 - 03/01/2025 05:30:00,BZN|ES,Hydro Pumped Storage,0.0
03/01/2025 05:30:00 - 03/01/2025 05:45:00,BZN|ES,Hydro Pumped Storage,0.0
03/01/2025 05:45:00 - 03/01/2025 06:00:00,BZN|ES,Hydro Pumped Storage,0.0
03/01/2025 06:00:00 - 03/01/2025 06:15:00,BZN|ES,Hydro Pumped Storage,0.0
03/01/2025 06:15:00 - 03/01/2025 06:30:00,BZN|ES,Hydro Pumped Storage,4.0
03/01/2025 06:30:00 - 03/01/2025 06:45:00,BZN|ES,Hydro Pumped Storage,0.0
03/01/2025 06:45:00 - 03/01/2025 07:00:00,BZN|ES,Hydro Pumped Storage,0.0
03/01/2025 07:00:00 - 03/01/2025 07:15:00,BZN|ES,Hydro Pumped Storage,4.0
03/01/2025 07:15:00 - 03/01/2025 07:30:00,BZN|ES,Hydro Pumped Storage,76.0
03/01/2025 07:30:00 - 03/01/2025 07:45:00,BZN|ES,Hydro Pumped Storage,80.0
03/01/2025 07:45:00 - 03/01/2025 08:00:00,BZN|ES,Hydro Pumped Storage,100.0
03/01/2025 08:00:00 - 03/01/2025 08:15:00,BZN|ES,Hydro Pumped Storage,128.0
03/01/2025 08:15:00 - 03/01/2025 08:30:00,BZN|ES,Hydro Pumped Storage,252.0
03/01/2025 08:30:00 - 03/01/2025 08:45:00,BZN|ES,Hydro Pumped Storage,520.0
03/01/2025 08:45:00 - 03/01/2025 09:00:00,BZN|ES,Hydro Pumped Storage,604.0
03/01/2025 09:00:00 - 03/01/2025 09:15:00,BZN|ES,Hydro Pumped Storage,616.0
03/01/2025 09:15:00 - 03/01/2025 09:30:00,BZN|ES,Hydro Pumped Storage,596.0
03/01/2025 09:30:00 - 03/01/2025 09:45:00,BZN|ES,Hydro Pumped Storage,308.0
03/01/2025 09:45:00 - 03/01/2025 10:00:00,BZN|ES,Hydro Pumped Storage,220.0
03/01/2025 10:00:00 - 03/01/2025 10:15:00,BZN|ES,Hydro Pumped Storage,200.0
03/01/2025 10:15:00 - 03/01/2025 10:30:00,BZN|ES,Hydro Pumped Storage,348.0
03/01/2025 10:30:00 - 03/01/2025 10:45:00,BZN|ES,Hydro Pumped Storage,288.0
03/01/2025 10:45:00 - 03/01/2025 11:00:00,BZN|ES,Hydro Pumped Storage,248.0
03/01/2025 11:00:00 - 03/01/2025 11:15:00,BZN|ES,Hydro Pumped Storage,176.0
03/01/2025 11:15:00 - 03/01/2025 11:30:00,BZN|ES,Hydro Pumped Storage,236.0
03/01/2025 11:30:00 - 03/01/2025 11:45:00,BZN|ES,Hydro Pumped Storage,204.0
03/01/2025 11:45:00 - 03/01/2025 12:00:00,BZN|ES,Hydro Pumped Storage,188.0
03/01/2025 12:00:00 - 03/01/2025 12:15:00,BZN|ES,Hydro Pumped Storage,168.0
03/01/2025 12:15:00 - 03/01/2025 12:30:00,BZN|ES,Hydro Pumped Storage,164.0
03/01/2025 12:30:00 - 03/01/2025 12:45:00,BZN|ES,Hydro Pumped Storage,100.0
03/01/2025 12:45:00 - 03/01/2025 13:00:00,BZN|ES,Hydro Pumped Storage,104.0
03/01/2025 13:00:00 - 03/01/2025 13:15:00,BZN|ES,Hydro Pumped Storage,140.0
03/01/2025 13:15:00 - 03/01/2025 13:30:00,BZN|ES,Hydro Pumped Storage,144.0
03/01/2025 13:30:00 - 03/01/2025 13:45:00,BZN|ES,Hydro Pumped Storage,128.0
03/01/2025 13:45:00 - 03/01/2025 14:00:00,BZN|ES,Hydro Pumped Storage,128.0
03/01/2025 14:00:00 - 03/01/2025 14:15:00,BZN|ES,Hydro Pumped Storage,128.0
03/01/2025 14:15:00 - 03/01/2025 14:30:00,BZN|ES,Hydro Pumped Storage,152.0
03/01/2025 14:30:00 - 03/01/2025 14:45:00,BZN|ES,Hydro Pumped Storage,280.0
