MTU (CET/CEST),Area,Production Type,Generation(MW)
02/01/2025 21:00:00 - 02/01/2025 21:15:00,BZN|ES,Fossil Gas,8996.0
02/01/2025 21:15:00 - 02/01/2025 21:30:00,BZN|ES,Fossil Gas,9368.0
02/01/2025 21:30:00 - 02/01/2025 21:45:00,BZN|ES,Fossil Gas,9000.0
02/01/2025 21:45:00 - 02/01/2025 22:00:00,BZN|ES,Fossil Gas,8652.0
02/01/2025 22:00:00 - 02/01/2025 22:15:00,BZN|ES,Fossil Gas,8388.0
02/01/2025 22:15:00 - 02/01/2025 22:30:00,BZN|ES,Fossil Gas,8768.0
02/01/2025 22:30:00 - 02/01/2025 22:45:00,BZN|ES,Fossil Gas,8240.0
02/01/2025 22:45:00 - 02/01/2025 23:00:00,BZN|ES,Fossil Gas,8128.0
02/01/2025 23:00:00 - 02/01/2025 23:15:00,BZN|ES,Fossil Gas,7848.0
02/01/2025 23:15:00 - 02/01/2025 23:30:00,BZN|ES,Fossil Gas,7668.0
02/01/2025 23:30:00 - 02/01/2025 23:45:00,BZN|ES,Fossil Gas,6748.0
02/01/2025 23:45:00 - 03/01/2025 00:00:00,BZN|ES,Fossil Gas,6020.0
03/01/2025 00:00:00 - 03/01/2025 00:15:00,BZN|ES,Fossil Gas,5736.0
03/01/2025 00:15:00 - 03/01/2025 00:30:00,BZN|ES,Fossil Gas,5972.0
03/01/2025 00:30:00 - 03/01/2025 00:45:00,BZN|ES,Fossil Gas,5492.0
03/01/2025 00:45:00 - 03/01/2025 01:00:00,BZN|ES,Fossil Gas,4880.0
03/01/2025 01:00:00 - 03/01/2025 01:15:00,BZN|ES,Fossil Gas,4592.0
03/01/2025 01:15:00 - 03/01/2025 01:30:00,BZN|ES,Fossil Gas,4740.0
03/01/2025 01:30:00 - 03/01/2025 01:45:00,BZN|ES,Fossil Gas,4340.0
03/01/2025 01:45:00 - 03/01/2025 02:00:00,BZN|ES,Fossil Gas,3964.0
03/01/2025 02:00:00 - 03/01/2025 02:15:00,BZN|ES,Fossil Gas,3920.0
03/01/2025 02:15:00 - 03/01/2025 02:30:00,BZN|ES,Fossil Gas,3936.0
03/01/2025 02:30:00 - 03/01/2025 02:45:00,BZN|ES,Fossil Gas,3932.0
03/01/2025 02:45:00 - 03/01/2025 03:00:00,BZN|ES,Fossil Gas,4048.0
03/01/2025 03:00:00 - 03/01/2025 03:15:00,BZN|ES,Fossil Gas,4228.0
03/01/2025 03:15:00 - 03/01/2025 03:30:00,BZN|ES,Fossil Gas,4328.0
03/01/2025 03:30:00 - 03/01/2025 03:45:00,BZN|ES,Fossil Gas,4192.0
03/01/2025 03:45:00 - 03/01/2025 04:00:00,BZN|ES,Fossil Gas,4128.0
03/01/2025 04:00:00 - 03/01/2025 04:15:00,BZN|ES,Fossil Gas,4296.0
03/01/2025 04:15:00 - 03/01/2025 04:30:00,BZN|ES,Fossil Gas,4208.0
03/01/2025 04:30:00 - 03/01/2025 04:45:00,BZN|ES,Fossil Gas,4128.0
03/01/2025 04:45:00 - 03/01/2025 05:00:00,BZN|ES,Fossil Gas,3912.0
