datetime,Solar Generation,irradiance,sun_height_angle,air_temperature
2022-05-26 00:00:00,0.578,28.494999999999997,2.79,13.99
2022-05-26 01:00:00,0.573,28.704,2.744,13.13
2022-05-26 02:00:00,0.545,28.704,2.744,12.27
2022-05-26 03:00:00,0.471,28.704,2.744,11.39
2022-05-26 04:00:00,0.425,28.704,2.744,10.47
2022-05-26 05:00:00,0.322,29.54,2.56,9.71
2022-05-26 06:00:00,0.233,684.81,13.2,10.37
2022-05-26 07:00:00,0.642,863.14,24.35,12.93
2022-05-26 08:00:00,4.057,969.19,35.74,15.1
2022-05-26 09:00:00,9.134,1025.87,47.06,17.47
2022-05-26 10:00:00,12.198,1052.86,57.78,19.69
2022-05-26 11:00:00,13.399,1075.73,66.67,21.67
2022-05-26 12:00:00,13.814,1072.51,70.71,23.44
2022-05-26 13:00:00,13.993,1069.91,67.08,24.93
2022-05-26 14:00:00,13.908,1063.61,58.36,26.07
2022-05-26 15:00:00,13.813,1044.37,47.7,26.87
2022-05-26 16:00:00,13.469,983.56,36.4,27.31
2022-05-26 17:00:00,12.911,871.3,25.0,27.34
2022-05-26 18:00:00,11.884,683.5,13.83,26.89
2022-05-26 19:00:00,9.544,27.33,3.16,25.44
2022-05-26 20:00:00,5.013,27.543,3.1100000000000003,23.45
2022-05-26 21:00:00,1.395,27.756,3.06,21.75
2022-05-26 22:00:00,0.711,27.968999999999998,3.0100000000000002,20.23
2022-05-26 23:00:00,0.66,28.182,2.96,18.86
2022-05-27 00:00:00,0.658,28.395,2.91,17.58
2022-05-27 01:00:00,0.652,28.608,2.8600000000000003,16.28
2022-05-27 02:00:00,0.652,28.608,2.8600000000000003,15.17
2022-05-27 03:00:00,0.652,28.608,2.8600000000000003,14.24
2022-05-27 04:00:00,0.652,28.608,2.8600000000000003,13.48
2022-05-27 05:00:00,0.643,29.46,2.66,12.82
2022-05-27 06:00:00,0.466,687.7,13.28,13.51
2022-05-27 07:00:00,0.744,874.47,24.43,16.82
2022-05-27 08:00:00,4.087,979.13,35.82,19.45
2022-05-27 09:00:00,9.246,1034.83,47.14,22.01
2022-05-27 10:00:00,12.263,1061.53,57.88,24.22
2022-05-27 11:00:00,13.273,1078.88,66.81,26.2
2022-05-27 12:00:00,13.716,1075.53,70.88,27.89
2022-05-27 13:00:00,13.941,1071.79,67.24,29.15
2022-05-27 14:00:00,13.972,1066.55,58.5,29.95
2022-05-27 15:00:00,13.711,1039.67,47.83,30.41
2022-05-27 16:00:00,13.543,987.03,36.52,30.5
2022-05-27 17:00:00,12.904,884.59,25.12,30.26
2022-05-27 18:00:00,11.682,707.6,13.96,29.72
2022-05-27 19:00:00,9.412,28.04,3.29,28.82
2022-05-27 20:00:00,5.015,28.105,3.236,26.95
2022-05-27 21:00:00,1.432,28.169999999999998,3.182,24.88
2022-05-27 22:00:00,0.745,28.235,3.128,23.14
2022-05-27 23:00:00,0.7,28.3,3.074,21.56
2022-05-28 00:00:00,0.697,28.365000000000002,3.02,20.39
2022-05-28 01:00:00,0.696,28.43,2.966,19.37
2022-05-28 02:00:00,0.696,28.43,2.966,18.52
2022-05-28 03:00:00,0.693,28.43,2.966,17.75
2022-05-28 04:00:00,0.692,28.43,2.966,17.04
2022-05-28 05:00:00,0.692,28.69,2.75,16.32
2022-05-28 06:00:00,0.554,669.83,13.36,16.75
2022-05-28 07:00:00,0.799,860.74,24.5,19.4
2022-05-28 08:00:00,3.998,974.05,35.89,21.7
2022-05-28 09:00:00,8.89,1029.67,47.22,23.72
2022-05-28 10:00:00,11.863,1049.36,57.97,25.8
2022-05-28 11:00:00,13.112,1066.75,66.93,27.76
2022-05-28 12:00:00,13.603,1070.2,71.04,29.55
2022-05-28 13:00:00,13.753,1060.56,67.4,30.83
2022-05-28 14:00:00,13.74,1055.24,58.63,31.48
2022-05-28 15:00:00,13.34,1028.93,47.95,31.76
2022-05-28 16:00:00,12.913,966.5,36.64,31.43
2022-05-28 17:00:00,12.248,862.45,25.24,31.14
2022-05-28 18:00:00,11.128,670.25,14.08,30.42
2022-05-28 19:00:00,8.473,28.07,3.42,29.42
2022-05-28 20:00:00,4.334,28.065,3.3609999999999998,27.67
2022-05-28 21:00:00,1.283,28.06,3.302,25.81
2022-05-28 22:00:00,0.715,28.055,3.243,24.18
2022-05-28 23:00:00,0.682,28.05,3.184,22.62
2022-05-29 00:00:00,0.68,28.045,3.125,21.03
2022-05-29 01:00:00,0.676,28.04,3.066,20.99
2022-05-29 02:00:00,0.647,28.04,3.066,20.1
2022-05-29 03:00:00,0.627,28.04,3.066,19.09
2022-05-29 04:00:00,0.582,28.04,3.066,17.81
2022-05-29 05:00:00,0.475,28.02,2.83,17.17
2022-05-29 06:00:00,0.225,649.31,13.44,17.53
2022-05-29 07:00:00,0.605,849.66,24.57,19.6
2022-05-29 08:00:00,3.131,956.3,35.96,21.97
2022-05-29 09:00:00,6.722,1018.93,47.29,23.96
2022-05-29 10:00:00,9.397,1040.59,58.06,26.0
2022-05-29 11:00:00,11.164,1057.84,67.05,28.02
2022-05-29 12:00:00,12.179,1055.05,71.2,29.4
2022-05-29 13:00:00,12.748,1040.03,67.55,30.14
2022-05-29 14:00:00,13.084,906.17,58.76,30.6
2022-05-29 15:00:00,12.911,760.08,48.06,30.67
2022-05-29 16:00:00,12.602,595.13,36.75,29.73
2022-05-29 17:00:00,11.697,881.37,25.36,28.91
2022-05-29 18:00:00,10.597,661.5,14.2,28.0
2022-05-29 19:00:00,8.091,123.13,3.55,25.99
2022-05-29 20:00:00,4.203,113.713,3.4859999999999998,24.37
2022-05-29 21:00:00,1.241,104.29599999999999,3.4219999999999997,22.98
2022-05-29 22:00:00,0.699,94.87899999999999,3.358,21.77
2022-05-29 23:00:00,0.669,85.462,3.294,20.78
2022-05-30 00:00:00,0.608,76.045,3.23,19.97
2022-05-30 01:00:00,0.494,66.628,3.166,19.2
2022-05-30 02:00:00,0.433,66.628,3.166,18.25
2022-05-30 03:00:00,0.334,66.628,3.166,17.37
2022-05-30 04:00:00,0.31,66.628,3.166,16.62
2022-05-30 05:00:00,0.304,28.96,2.91,16.02
2022-05-30 06:00:00,0.196,650.99,13.51,16.34
2022-05-30 07:00:00,0.437,718.21,24.63,16.48
2022-05-30 08:00:00,2.528,924.64,36.02,17.35
2022-05-30 09:00:00,5.185,814.69,47.36,18.55
2022-05-30 10:00:00,6.621,968.75,58.14,19.77
2022-05-30 11:00:00,8.003,1028.02,67.17,21.3
2022-05-30 12:00:00,8.994,1055.12,71.35,22.38
2022-05-30 13:00:00,10.073,659.73,67.69,23.32
2022-05-30 14:00:00,10.724,422.78,58.89,23.84
2022-05-30 15:00:00,10.928,698.73,48.18,23.75
2022-05-30 16:00:00,10.887,957.92,36.86,23.36
2022-05-30 17:00:00,10.498,749.47,25.47,23.14
2022-05-30 18:00:00,8.864,446.85,14.32,22.49
2022-05-30 19:00:00,6.198,119.39,3.67,21.47
2022-05-30 20:00:00,2.892,110.37,3.602,20.35
2022-05-30 21:00:00,0.997,101.35,3.534,19.41
2022-05-30 22:00:00,0.607,92.33,3.466,18.7
2022-05-30 23:00:00,0.469,83.31,3.398,18.04
2022-05-31 00:00:00,0.31,74.28999999999999,3.33,17.1
2022-05-31 01:00:00,0.281,65.27,3.262,16.38
2022-05-31 02:00:00,0.242,65.27,3.262,16.17
2022-05-31 03:00:00,0.21,65.27,3.262,15.96
2022-05-31 04:00:00,0.196,65.27,3.262,15.57
2022-05-31 05:00:00,0.196,29.19,2.99,15.03
2022-05-31 06:00:00,0.197,669.24,13.57,14.66
2022-05-31 07:00:00,0.722,838.98,24.69,17.26
2022-05-31 08:00:00,3.779,959.89,36.07,19.62
2022-05-31 09:00:00,8.128,1015.89,47.42,21.73
2022-05-31 10:00:00,11.255,1043.11,58.22,23.56
2022-05-31 11:00:00,12.578,1053.97,67.27,25.1
2022-05-31 12:00:00,13.213,1056.49,71.5,26.37
2022-05-31 13:00:00,13.361,1048.2,67.84,27.47
2022-05-31 14:00:00,13.4,1042.37,59.01,28.22
2022-05-31 15:00:00,13.247,1022.16,48.29,28.83
2022-05-31 16:00:00,13.027,961.13,36.97,29.13
2022-05-31 17:00:00,12.413,834.79,25.58,29.19
2022-05-31 18:00:00,11.637,660.14,14.43,28.95
2022-05-31 19:00:00,9.619,220.1,3.79,27.54
2022-05-31 20:00:00,5.245,200.962,3.717,25.66
2022-05-31 21:00:00,1.651,181.824,3.644,23.88
2022-05-31 22:00:00,0.845,162.686,3.571,22.3
2022-05-31 23:00:00,0.752,143.548,3.498,20.96
2022-06-01 00:00:00,0.733,124.41,3.425,19.81
2022-06-01 01:00:00,0.726,105.272,3.352,18.76
2022-06-01 02:00:00,0.73,105.272,3.352,17.85
2022-06-01 03:00:00,0.725,105.272,3.352,17.13
2022-06-01 04:00:00,0.719,105.272,3.352,16.55
2022-06-01 05:00:00,0.692,28.72,3.06,15.91
2022-06-01 06:00:00,0.547,673.52,13.63,16.51
2022-06-01 07:00:00,0.792,857.08,24.75,18.96
2022-06-01 08:00:00,3.541,962.04,36.13,20.81
2022-06-01 09:00:00,7.206,1017.87,47.47,22.34
2022-06-01 10:00:00,9.347,1039.41,58.29,23.82
2022-06-01 11:00:00,10.191,1057.52,67.37,25.17
2022-06-01 12:00:00,11.168,1059.82,71.63,26.19
2022-06-01 13:00:00,11.54,1051.47,67.97,26.93
2022-06-01 14:00:00,11.736,1039.38,59.13,27.19
2022-06-01 15:00:00,11.225,1011.88,48.4,27.41
2022-06-01 16:00:00,10.618,682.69,37.08,27.38
2022-06-01 17:00:00,9.996,724.57,25.69,26.88
2022-06-01 18:00:00,8.652,691.21,14.54,25.76
2022-06-01 19:00:00,7.52,234.79,3.91,24.71
2022-06-01 20:00:00,4.175,214.141,3.831,23.25
2022-06-01 21:00:00,1.213,193.492,3.7520000000000002,22.03
2022-06-01 22:00:00,0.545,172.843,3.673,21.11
2022-06-01 23:00:00,0.475,152.19400000000002,3.5940000000000003,20.14
2022-06-02 00:00:00,0.446,131.54500000000002,3.515,19.01
2022-06-02 01:00:00,0.423,110.896,3.436,17.95
2022-06-02 02:00:00,0.38,110.896,3.436,16.99
2022-06-02 03:00:00,0.308,110.896,3.436,16.35
2022-06-02 04:00:00,0.192,110.896,3.436,15.93
2022-06-02 05:00:00,0.09,28.3,3.12,15.73
2022-06-02 06:00:00,0.041,305.13,13.69,16.19
2022-06-02 07:00:00,0.501,812.82,24.8,19.02
2022-06-02 08:00:00,3.245,506.42,36.17,21.07
2022-06-02 09:00:00,6.895,734.95,47.52,22.44
2022-06-02 10:00:00,9.128,660.3,58.35,23.8
2022-06-02 11:00:00,10.352,810.0,67.47,24.85
2022-06-02 12:00:00,11.204,796.48,71.76,25.74
2022-06-02 13:00:00,11.39,1004.65,68.1,26.65
2022-06-02 14:00:00,10.95,1022.9,59.25,27.11
2022-06-02 15:00:00,10.303,648.06,48.51,27.21
2022-06-02 16:00:00,9.15,313.2,37.18,26.99
2022-06-02 17:00:00,7.63,146.24,25.79,26.37
2022-06-02 18:00:00,6.387,218.72,14.65,25.22
2022-06-02 19:00:00,4.78,147.18,4.03,24.27
2022-06-02 20:00:00,2.688,153.722,3.9450000000000003,22.96
2022-06-02 21:00:00,0.894,160.264,3.8600000000000003,21.82
2022-06-02 22:00:00,0.237,166.806,3.7750000000000004,21.04
2022-06-02 23:00:00,0.175,173.348,3.6900000000000004,20.26
2022-06-03 00:00:00,0.162,179.89,3.6050000000000004,19.42
2022-06-03 01:00:00,0.11,186.43200000000002,3.5200000000000005,18.48
2022-06-03 02:00:00,0.075,186.43200000000002,3.5200000000000005,17.86
2022-06-03 03:00:00,0.008,186.43200000000002,3.5200000000000005,17.53
2022-06-03 04:00:00,0.007,186.43200000000002,3.5200000000000005,17.12
2022-06-03 05:00:00,0.008,212.6,3.18,16.63
2022-06-03 06:00:00,0.011,223.64,13.74,17.14
2022-06-03 07:00:00,0.493,677.57,24.84,18.89
2022-06-03 08:00:00,3.334,928.92,36.22,20.19
2022-06-03 09:00:00,7.644,1007.71,47.57,21.48
2022-06-03 10:00:00,10.042,929.85,58.41,22.81
2022-06-03 11:00:00,10.322,998.02,67.55,24.01
2022-06-03 12:00:00,10.389,1055.95,71.89,24.8
2022-06-03 13:00:00,10.693,967.9,68.23,25.36
2022-06-03 14:00:00,11.264,950.77,59.36,25.85
2022-06-03 15:00:00,11.128,1021.9,48.61,26.08
2022-06-03 16:00:00,10.966,954.68,37.28,26.1
2022-06-03 17:00:00,10.253,858.95,25.9,25.72
2022-06-03 18:00:00,8.921,674.91,14.76,24.96
2022-06-03 19:00:00,7.639,257.19,4.14,23.96
2022-06-03 20:00:00,4.338,254.599,4.0489999999999995,22.42
2022-06-03 21:00:00,1.255,252.008,3.9579999999999997,21.11
2022-06-03 22:00:00,0.527,249.417,3.867,20.05
2022-06-03 23:00:00,0.468,246.826,3.776,18.8
2022-06-04 00:00:00,0.465,244.235,3.6849999999999996,18.65
2022-06-04 01:00:00,0.41,241.644,3.594,16.81
2022-06-04 02:00:00,0.403,241.644,3.594,15.55
2022-06-04 03:00:00,0.368,241.644,3.594,14.63
2022-06-04 04:00:00,0.322,241.644,3.594,14.12
2022-06-04 05:00:00,0.251,231.28,3.23,14.04
2022-06-04 06:00:00,0.101,667.34,13.78,14.62
2022-06-04 07:00:00,0.531,855.17,24.88,17.46
2022-06-04 08:00:00,3.515,960.41,36.25,19.47
2022-06-04 09:00:00,7.773,1015.74,47.61,21.19
2022-06-04 10:00:00,10.331,1031.33,58.46,22.66
2022-06-04 11:00:00,11.171,955.96,67.63,23.83
2022-06-04 12:00:00,11.27,1021.04,72.01,24.81
2022-06-04 13:00:00,11.514,924.37,68.35,25.68
2022-06-04 14:00:00,11.52,1010.81,59.47,26.12
2022-06-04 15:00:00,11.009,1016.37,48.71,26.17
2022-06-04 16:00:00,10.314,832.22,37.38,25.83
2022-06-04 17:00:00,9.918,721.36,26.0,24.92
2022-06-04 18:00:00,8.992,691.56,14.86,23.72
2022-06-04 19:00:00,7.99,285.01,4.25,22.47
2022-06-04 20:00:00,4.464,283.269,4.153,20.88
2022-06-04 21:00:00,1.334,281.528,4.056,19.68
2022-06-04 22:00:00,0.557,279.787,3.959,18.71
2022-06-04 23:00:00,0.455,278.046,3.862,17.79
2022-06-05 00:00:00,0.403,276.305,3.7649999999999997,16.91
2022-06-05 01:00:00,0.378,274.564,3.668,15.99
2022-06-05 02:00:00,0.344,274.564,3.668,15.05
2022-06-05 03:00:00,0.302,274.564,3.668,14.21
2022-06-05 04:00:00,0.277,274.564,3.668,13.48
2022-06-05 05:00:00,0.254,267.6,3.28,13.18
2022-06-05 06:00:00,0.214,694.33,13.82,14.22
2022-06-05 07:00:00,0.754,881.14,24.91,16.36
2022-06-05 08:00:00,4.066,983.12,36.28,18.51
2022-06-05 09:00:00,8.691,1030.44,47.64,20.54
2022-06-05 10:00:00,11.452,1056.44,58.5,22.39
2022-06-05 11:00:00,12.407,1073.58,67.71,24.02
2022-06-05 12:00:00,12.928,1070.43,72.12,25.47
2022-06-05 13:00:00,12.969,1072.93,68.47,26.72
2022-06-05 14:00:00,12.958,1062.4,59.58,27.69
2022-06-05 15:00:00,12.724,1037.32,48.81,28.24
2022-06-05 16:00:00,12.292,979.55,37.48,28.4
2022-06-05 17:00:00,11.592,889.65,26.09,28.18
2022-06-05 18:00:00,10.619,717.33,14.96,27.53
2022-06-05 19:00:00,9.199,322.57,4.35,26.21
2022-06-05 20:00:00,5.318,313.045,4.247999999999999,24.4
2022-06-05 21:00:00,1.581,303.52,4.146,22.86
2022-06-05 22:00:00,0.662,293.995,4.044,21.54
2022-06-05 23:00:00,0.589,284.46999999999997,3.9419999999999997,20.37
2022-06-06 00:00:00,0.585,274.945,3.84,19.06
2022-06-06 01:00:00,0.592,265.41999999999996,3.738,17.89
2022-06-06 02:00:00,0.553,265.41999999999996,3.738,17.0
2022-06-06 03:00:00,0.534,265.41999999999996,3.738,16.66
2022-06-06 04:00:00,0.532,265.41999999999996,3.738,16.43
2022-06-06 05:00:00,0.528,227.32,3.33,15.75
2022-06-06 06:00:00,0.492,653.42,13.86,15.88
2022-06-06 07:00:00,0.892,802.57,24.94,18.81
2022-06-06 08:00:00,4.204,942.76,36.31,21.62
2022-06-06 09:00:00,8.907,918.59,47.67,23.99
2022-06-06 10:00:00,11.25,1021.82,58.55,26.05
2022-06-06 11:00:00,11.621,897.11,67.77,27.7
2022-06-06 12:00:00,11.68,947.23,72.22,28.81
2022-06-06 13:00:00,11.678,752.24,68.58,29.58
2022-06-06 14:00:00,11.69,989.06,59.68,30.03
2022-06-06 15:00:00,11.422,964.88,48.91,30.41
2022-06-06 16:00:00,10.738,841.39,37.57,30.51
2022-06-06 17:00:00,9.846,366.42,26.19,30.15
2022-06-06 18:00:00,9.572,627.89,15.06,29.4
2022-06-06 19:00:00,8.181,184.91,4.45,28.28
2022-06-06 20:00:00,4.814,187.159,4.341,26.8
2022-06-06 21:00:00,1.42,189.408,4.232,25.24
2022-06-06 22:00:00,0.67,191.657,4.123,23.59
2022-06-06 23:00:00,0.606,193.906,4.014,22.22
2022-06-07 00:00:00,0.582,196.155,3.9050000000000002,20.84
2022-06-07 01:00:00,0.584,198.404,3.796,19.7
2022-06-07 02:00:00,0.582,198.404,3.796,19.0
2022-06-07 03:00:00,0.568,198.404,3.796,18.51
2022-06-07 04:00:00,0.535,198.404,3.796,18.29
2022-06-07 05:00:00,0.481,207.4,3.36,17.56
2022-06-07 06:00:00,0.336,659.99,13.89,17.87
2022-06-07 07:00:00,0.709,846.17,24.97,20.05
2022-06-07 08:00:00,4.014,952.78,36.33,22.53
2022-06-07 09:00:00,8.929,1008.28,47.7,24.37
2022-06-07 10:00:00,11.438,1036.29,58.58,26.02
2022-06-07 11:00:00,12.264,1052.86,67.83,27.62
2022-06-07 12:00:00,12.5,1050.09,72.32,29.04
2022-06-07 13:00:00,12.646,1047.2,68.69,30.18
2022-06-07 14:00:00,12.453,1036.11,59.78,31.01
2022-06-07 15:00:00,12.19,1010.0,49.0,31.55
2022-06-07 16:00:00,11.957,949.43,37.66,31.71
2022-06-07 17:00:00,11.423,855.86,26.28,31.46
2022-06-07 18:00:00,10.734,672.65,15.15,30.79
2022-06-07 19:00:00,9.071,271.63,4.55,29.5
2022-06-07 20:00:00,5.184,261.148,4.435,27.88
2022-06-07 21:00:00,1.532,250.666,4.319999999999999,26.33
2022-06-07 22:00:00,0.739,240.184,4.205,24.94
2022-06-07 23:00:00,0.676,229.702,4.09,23.64
2022-06-08 00:00:00,0.655,219.22,3.9749999999999996,22.44
2022-06-08 01:00:00,0.634,208.738,3.86,21.45
2022-06-08 02:00:00,0.639,208.738,3.86,20.67
2022-06-08 03:00:00,0.641,208.738,3.86,19.8
2022-06-08 04:00:00,0.64,208.738,3.86,18.93
2022-06-08 05:00:00,0.637,166.81,3.4,18.24
2022-06-08 06:00:00,0.601,333.29,13.91,18.72
2022-06-08 07:00:00,0.685,586.59,24.99,20.53
2022-06-08 08:00:00,2.896,822.83,36.35,22.76
2022-06-08 09:00:00,6.34,671.11,47.72,24.26
2022-06-08 10:00:00,9.048,752.92,58.61,25.77
2022-06-08 11:00:00,10.272,825.27,67.89,27.12
2022-06-08 12:00:00,10.681,852.64,72.41,27.92
2022-06-08 13:00:00,10.801,697.77,68.79,28.8
2022-06-08 14:00:00,10.584,858.4,59.87,28.82
2022-06-08 15:00:00,10.181,939.01,49.09,29.04
2022-06-08 16:00:00,9.224,838.51,37.75,28.93
2022-06-08 17:00:00,8.355,297.47,26.37,28.4
2022-06-08 18:00:00,7.445,246.28,15.24,27.68
2022-06-08 19:00:00,6.387,74.78,4.64,26.13
2022-06-08 20:00:00,3.853,87.705,4.518,25.12
2022-06-08 21:00:00,1.173,100.63,4.396,24.08
2022-06-08 22:00:00,0.584,113.555,4.274,22.98
2022-06-08 23:00:00,0.566,126.48,4.152,21.6
2022-06-09 00:00:00,0.524,139.405,4.029999999999999,20.63
2022-06-09 01:00:00,0.467,152.32999999999998,3.908,20.12
2022-06-09 02:00:00,0.365,152.32999999999998,3.908,19.55
2022-06-09 03:00:00,0.31,152.32999999999998,3.908,18.77
2022-06-09 04:00:00,0.285,152.32999999999998,3.908,18.09
2022-06-09 05:00:00,0.251,204.03,3.42,17.56
2022-06-09 06:00:00,0.138,644.77,13.93,18.2
2022-06-09 07:00:00,0.617,834.74,25.0,20.11
2022-06-09 08:00:00,3.798,940.89,36.36,22.06
2022-06-09 09:00:00,8.521,992.27,47.73,23.97
2022-06-09 10:00:00,11.217,1020.71,58.64,25.88
2022-06-09 11:00:00,12.236,1043.27,67.94,27.72
2022-06-09 12:00:00,12.82,1041.56,72.5,29.4
2022-06-09 13:00:00,13.096,1038.07,68.89,30.79
2022-06-09 14:00:00,13.256,1026.89,59.96,31.86
2022-06-09 15:00:00,13.193,1000.13,49.17,32.56
2022-06-09 16:00:00,12.801,932.96,37.83,32.91
2022-06-09 17:00:00,12.22,839.01,26.45,32.9
2022-06-09 18:00:00,11.208,669.17,15.33,32.52
2022-06-09 19:00:00,9.302,266.14,4.73,31.33
2022-06-09 20:00:00,5.442,261.717,4.601,29.5
2022-06-09 21:00:00,1.621,257.294,4.472,27.7
2022-06-09 22:00:00,0.7,252.87099999999998,4.343,26.29
2022-06-09 23:00:00,0.66,248.44799999999998,4.214,24.82
2022-06-10 00:00:00,0.651,244.02499999999998,4.085,23.37
2022-06-10 01:00:00,0.644,239.602,3.956,22.21
2022-06-10 02:00:00,0.643,239.602,3.956,21.1
2022-06-10 03:00:00,0.644,239.602,3.956,20.05
2022-06-10 04:00:00,0.643,239.602,3.956,19.16
2022-06-10 05:00:00,0.639,221.91,3.44,18.41
2022-06-10 06:00:00,0.527,649.12,13.95,19.12
2022-06-10 07:00:00,0.991,839.93,25.01,21.69
2022-06-10 08:00:00,4.01,945.47,36.37,24.1
2022-06-10 09:00:00,7.997,1002.38,47.74,26.2
2022-06-10 10:00:00,9.5,1029.13,58.65,28.25
2022-06-10 11:00:00,10.134,1041.58,67.98,30.2
2022-06-10 12:00:00,10.599,1044.21,72.58,31.86
2022-06-10 13:00:00,10.792,1047.21,68.98,33.14
2022-06-10 14:00:00,10.816,1060.42,60.05,34.01
2022-06-10 15:00:00,10.567,1016.54,49.26,34.43
2022-06-10 16:00:00,10.081,950.8,37.91,34.51
2022-06-10 17:00:00,9.439,853.04,26.53,34.21
2022-06-10 18:00:00,9.071,664.89,15.41,33.73
2022-06-10 19:00:00,7.813,273.9,4.82,32.97
2022-06-10 20:00:00,4.434,261.147,4.684,31.75
2022-06-10 21:00:00,1.411,248.39399999999998,4.548,30.05
2022-06-10 22:00:00,0.787,235.641,4.412,27.92
2022-06-10 23:00:00,0.763,222.88799999999998,4.276,25.85
2022-06-11 00:00:00,0.788,210.135,4.140000000000001,23.86
2022-06-11 01:00:00,0.786,197.382,4.004,22.6
2022-06-11 02:00:00,0.771,197.382,4.004,22.24
2022-06-11 03:00:00,0.749,197.382,4.004,21.91
2022-06-11 04:00:00,0.746,197.382,4.004,21.15
2022-06-11 05:00:00,0.67,146.37,3.46,20.68
2022-06-11 06:00:00,0.495,254.62,13.96,21.3
2022-06-11 07:00:00,0.898,799.42,25.02,23.43
2022-06-11 08:00:00,3.903,930.53,36.38,25.44
2022-06-11 09:00:00,8.063,987.15,47.75,27.75
2022-06-11 10:00:00,10.736,1021.63,58.67,30.09
2022-06-11 11:00:00,11.691,1033.6,68.01,32.13
2022-06-11 12:00:00,12.125,1037.41,72.65,33.94
2022-06-11 13:00:00,12.19,1027.82,69.06,35.24
2022-06-11 14:00:00,11.873,979.07,60.13,35.93
2022-06-11 15:00:00,11.519,853.61,49.34,36.33
2022-06-11 16:00:00,10.522,708.93,37.99,36.35
2022-06-11 17:00:00,9.638,812.38,26.61,35.67
2022-06-11 18:00:00,8.662,635.33,15.49,34.36
2022-06-11 19:00:00,6.665,174.38,4.9,33.78
2022-06-11 20:00:00,3.579,167.597,4.757000000000001,32.23
2022-06-11 21:00:00,1.246,160.814,4.614000000000001,30.52
2022-06-11 22:00:00,0.785,154.031,4.471,28.69
2022-06-11 23:00:00,0.764,147.248,4.328,27.17
2022-06-12 00:00:00,0.613,140.465,4.1850000000000005,26.18
2022-06-12 01:00:00,0.582,133.682,4.042,25.06
2022-06-12 02:00:00,0.533,133.682,4.042,23.79
2022-06-12 03:00:00,0.432,133.682,4.042,22.44
2022-06-12 04:00:00,0.331,133.682,4.042,21.28
2022-06-12 05:00:00,0.279,106.55,3.47,20.36
2022-06-12 06:00:00,0.157,15.99,13.96,20.98
2022-06-12 07:00:00,0.468,726.64,25.02,22.62
2022-06-12 08:00:00,3.034,889.38,36.38,24.5
2022-06-12 09:00:00,6.668,972.42,47.75,26.87
2022-06-12 10:00:00,9.419,704.09,58.68,29.31
2022-06-12 11:00:00,10.686,563.05,68.04,31.58
2022-06-12 12:00:00,11.233,1019.61,72.71,33.59
2022-06-12 13:00:00,11.353,276.49,69.14,35.29
2022-06-12 14:00:00,11.402,164.73,60.21,36.48
2022-06-12 15:00:00,11.035,700.09,49.41,37.05
2022-06-12 16:00:00,10.427,880.4,38.07,37.16
2022-06-12 17:00:00,10.528,741.3,26.69,36.99
2022-06-12 18:00:00,9.032,546.56,15.57,36.38
2022-06-12 19:00:00,7.142,229.95,4.98,34.84
2022-06-12 20:00:00,3.985,223.265,4.83,33.29
2022-06-12 21:00:00,1.314,216.57999999999998,4.680000000000001,31.4
2022-06-12 22:00:00,0.752,209.89499999999998,4.53,29.88
2022-06-12 23:00:00,0.545,203.20999999999998,4.38,28.29
2022-06-13 00:00:00,0.482,196.52499999999998,4.23,26.67
2022-06-13 01:00:00,0.446,189.83999999999997,4.08,25.4
2022-06-13 02:00:00,0.429,189.83999999999997,4.08,23.78
2022-06-13 03:00:00,0.306,189.83999999999997,4.08,22.5
2022-06-13 04:00:00,0.182,189.83999999999997,4.08,21.73
2022-06-13 05:00:00,0.119,163.1,3.48,20.93
2022-06-13 06:00:00,0.097,482.37,13.96,21.52
2022-06-13 07:00:00,0.469,728.41,25.02,23.52
2022-06-13 08:00:00,2.857,881.29,36.37,25.94
2022-06-13 09:00:00,6.246,966.77,47.75,28.14
2022-06-13 10:00:00,8.474,1011.09,58.68,30.28
2022-06-13 11:00:00,9.436,1030.51,68.07,32.35
2022-06-13 12:00:00,9.679,1039.7,72.77,34.13
2022-06-13 13:00:00,9.917,957.8,69.22,35.52
2022-06-13 14:00:00,9.833,1006.57,60.28,36.61
2022-06-13 15:00:00,9.725,822.32,49.48,37.29
2022-06-13 16:00:00,9.21,849.78,38.14,37.48
2022-06-13 17:00:00,8.581,185.92,26.76,37.35
2022-06-13 18:00:00,7.605,44.51,15.64,36.72
2022-06-13 19:00:00,5.754,2.53,5.05,35.78
2022-06-13 20:00:00,2.835,11.02,4.893,34.53
2022-06-13 21:00:00,0.737,19.51,4.736,32.83
2022-06-13 22:00:00,0.372,28.0,4.579,30.54
2022-06-13 23:00:00,0.343,36.49,4.422,28.5
2022-06-14 00:00:00,0.344,44.980000000000004,4.265,26.63
2022-06-14 01:00:00,0.333,53.47,4.108,25.88
2022-06-14 02:00:00,0.26,53.47,4.108,25.12
2022-06-14 03:00:00,0.184,53.47,4.108,23.71
2022-06-14 04:00:00,0.144,53.47,4.108,22.23
2022-06-14 05:00:00,0.07,87.43,3.48,21.59
2022-06-14 06:00:00,0.053,414.2,13.96,22.41
2022-06-14 07:00:00,0.383,672.14,25.01,26.08
2022-06-14 08:00:00,2.502,863.94,36.36,28.46
2022-06-14 09:00:00,5.897,957.98,47.74,30.48
2022-06-14 10:00:00,8.762,996.27,58.68,32.52
